Image,Name,Total,Percentage,Event
/images/characters/qiqi.png,Qiqi,"52,031",6.43,Reign of Serenity & raiden_shogun
/images/characters/mona.png,Mona,"51,841",6.41,Reign of Serenity & raiden_shogun
/images/characters/yoimiya.png,Yoimiya,"166,934",64.48,Tapestry of Golden Flames & yoimiya
/images/characters/keqing.png,Keqing,"18,569",7.17,Tapestry of Golden Flames & yoimiya
/images/characters/mona.png,Mona,"18,526",7.16,Tapestry of Golden Flames & yoimiya
/images/characters/diluc.png,Diluc,"18,413",7.11,Tapestry of Golden Flames & yoimiya
/images/characters/jean.png,Jean,"18,245",7.05,Tapestry of Golden Flames & yoimiya
/images/characters/qiqi.png,Qiqi,"18,195",7.03,Tapestry of Golden Flames & yoimiya
/images/characters/kamisato_ayaka.png,Kamisato Ayaka,"281,833",66.78,The Herons Court & kamisato_ayaka
/images/characters/diluc.png,Diluc,"28,351",6.72,The Herons Court & kamisato_ayaka
/images/characters/jean.png,Jean,"28,100",6.66,The Herons Court & kamisato_ayaka
/images/characters/qiqi.png,Qiqi,"28,067",6.65,The Herons Court & kamisato_ayaka
/images/characters/keqing.png,Keqing,"27,947",6.62,The Herons Court & kamisato_ayaka
/images/characters/mona.png,Mona,"27,734",6.57,The Herons Court & kamisato_ayaka
/images/characters/kaedehara_kazuha.png,Kaedehara Kazuha,"229,353",66.31,Leaves in the Wind & kaedehara_kazuha
/images/characters/mona.png,Mona,"23,572",6.82,Leaves in the Wind & kaedehara_kazuha
/images/characters/diluc.png,Diluc,"23,434",6.78,Leaves in the Wind & kaedehara_kazuha
/images/characters/keqing.png,Keqing,"23,381",6.76,Leaves in the Wind & kaedehara_kazuha
/images/characters/jean.png,Jean,"23,151",6.69,Leaves in the Wind & kaedehara_kazuha
/images/characters/qiqi.png,Qiqi,"22,991",6.65,Leaves in the Wind & kaedehara_kazuha
/images/characters/klee.png,Klee,"100,603",63.76,Sparkling Steps & klee
/images/characters/diluc.png,Diluc,"11,744",7.44,Sparkling Steps & klee
/images/characters/keqing.png,Keqing,"11,510",7.3,Sparkling Steps & klee
/images/characters/mona.png,Mona,"11,361",7.2,Sparkling Steps & klee
/images/characters/jean.png,Jean,"11,341",7.19,Sparkling Steps & klee
/images/characters/qiqi.png,Qiqi,"11,215",7.11,Sparkling Steps & klee
/images/characters/eula.png,Eula,"106,000",65.83,Born of Ocean Swell & eula
/images/characters/mona.png,Mona,"11,135",6.92,Born of Ocean Swell & eula
/images/characters/qiqi.png,Qiqi,"11,053",6.86,Born of Ocean Swell & eula
/images/characters/jean.png,Jean,"11,047",6.86,Born of Ocean Swell & eula
/images/characters/diluc.png,Diluc,"10,960",6.81,Born of Ocean Swell & eula
/images/characters/keqing.png,Keqing,"10,825",6.72,Born of Ocean Swell & eula
/images/characters/zhongli.png,Zhongli,"101,479",65.83,Gentry of Hermitage & zhongli
/images/characters/jean.png,Jean,"10,650",6.91,Gentry of Hermitage & zhongli
/images/characters/diluc.png,Diluc,"10,591",6.87,Gentry of Hermitage & zhongli
/images/characters/keqing.png,Keqing,"10,535",6.83,Gentry of Hermitage & zhongli
/images/characters/mona.png,Mona,"10,518",6.82,Gentry of Hermitage & zhongli
/images/characters/qiqi.png,Qiqi,"10,376",6.73,Gentry of Hermitage & zhongli
/images/characters/tartaglia.png,Tartaglia,"47,426",63.58,Farewell of Snezhnaya & tartaglia
/images/characters/mona.png,Mona,"5,609",7.52,Farewell of Snezhnaya & tartaglia
/images/characters/diluc.png,Diluc,"5,473",7.34,Farewell of Snezhnaya & tartaglia
/images/characters/jean.png,Jean,"5,438",7.29,Farewell of Snezhnaya & tartaglia
/images/characters/keqing.png,Keqing,"5,372",7.2,Farewell of Snezhnaya & tartaglia
/images/characters/qiqi.png,Qiqi,"5,269",7.06,Farewell of Snezhnaya & tartaglia
/images/characters/venti.png,Venti,"34,416",66.06,Ballad in Goblets & venti
/images/characters/diluc.png,Diluc,"3,582",6.87,Ballad in Goblets & venti
/images/characters/qiqi.png,Qiqi,"3,567",6.85,Ballad in Goblets & venti
/images/characters/mona.png,Mona,"3,544",6.8,Ballad in Goblets & venti
/images/characters/keqing.png,Keqing,"3,532",6.78,Ballad in Goblets & venti
/images/characters/jean.png,Jean,"3,461",6.64,Ballad in Goblets & venti
/images/characters/hu_tao.png,Hu Tao,"19,125",67.22,Moment of Bloom & hu_tao
/images/characters/jean.png,Jean,"1,886",6.63,Moment of Bloom & hu_tao
/images/characters/qiqi.png,Qiqi,"1,876",6.59,Moment of Bloom & hu_tao
/images/characters/mona.png,Mona,"1,873",6.58,Moment of Bloom & hu_tao
/images/characters/diluc.png,Diluc,"1,868",6.57,Moment of Bloom & hu_tao
/images/characters/keqing.png,Keqing,"1,823",6.41,Moment of Bloom & hu_tao
